text,disease,section
"?] achilles tendinopathy can occur in both active and inactive people. the causes can be varied but there are some common factors that are important. these can include: managing achilles tendinopathy can take time, in most cases several months or more. pain medication can help you move more comfortably, which can help manage your symptoms. more about taking painkillers using heat or ice on your achilles tendon can help reduce symptoms. both heat and ice help reduce pain. you can use whichever feels most helpful for you. use a barrier, like a towel, to protect your skin from a heat or ice burn. never place heat or ice directly on your skin. apply for no longer than 20 minutes at a time and leave a few hours between treatments.",Achilles tendinopathy,
"t or ice burn. never place heat or ice directly on your skin. apply for no longer than 20 minutes at a time and leave a few hours between treatments. how to avoid hot water bottle burns and scalds – care of burns in scotland you should stop treating the area with heat or ice if you notice an increase in redness, discolouration or blistering of the skin. read more about burns and scalds if you have any issues with circulation or sensation, you shouldn’t use heat or ice as a treatment for ankle pain. achilles tendinopathy does not improve with rest, so, to help your recovery it’s important to keep up as much of your normal daily activity as you can. you may have to modify what you do, by taking breaks, doing less or changing activity. when you see a healthcare professional they will give guidance on what exercise levels you should be aiming for.",Achilles tendinopathy,
"ks, doing less or changing activity. when you see a healthcare professional they will give guidance on what exercise levels you should be aiming for. if you’re waiting to see a healthcare professional you should be trying to do some exercise, this may cause some discomfort and short term pain that returns back to your normal level within a few hours. achilles tendinopathy can sometimes mean you need to take some time off work to help recovery. how long you’re off will depend on your condition and your role at work. you don’t need to be symptom free before you consider returning to work. continuing to go to work, or returning to work as soon as is possible for you, will help your recovery. gradually getting back to your normal daily activities can help to build up your strength and stamina levels. following this advice, you should see gradual improvements over time. talk to a healthcare professional if: find out about access to msk services in your area.",Achilles tendinopathy,
"this advice, you should see gradual improvements over time. talk to a healthcare professional if: find out about access to msk services in your area. when dealing with any health condition it’s important to also look after yourmental wellbeing. this can impact your recovery. source: nhs 24 msk clinical advisory group last updated: 22 july 2026",Achilles tendinopathy,
"acne is a common skin condition that often develops on the face, back or chest. it causes spots, oily skin, deeper cysts and sometimes skin that’s hot or painful to touch. acne can cause different kinds of spots. blackheads are small black or yellowish bumps on the skin. whiteheads are similar to blackheads but may be firmer. papules are small red bumps that may feel tender or sore. pustules are similar to papules, but have a white tip in the centre. this is caused by a build-up of pus. nodules are large hard lumps that build up beneath the surface of the skin and can be painful. severe acne can cause nodules and cysts. these are large pus-filled lumps that can lead to scarring. speak to your pharmacist if you have symptoms of acne. they’ll be able to diagnose acne by looking at your skin.",Acne,
"lead to scarring. speak to your pharmacist if you have symptoms of acne. they’ll be able to diagnose acne by looking at your skin. a pharmacist will look at how many spots you have and how inflamed and painful they are. this helps to work out how severe your acne is which can help to plan your treatment. your pharmacist will tell you if you need to see your gp for further treatment. treatment for acne depends on how severe it is. treatments may include creams that you put on your skin or oral medications. a pharmacist can treat acne. if this treatment doesn’t work, or your acne is severe, they may advise you to speak to your gp. it can take several months of treatment before symptoms improve. it’s important to be patient and continue your treatment, even if it doesn’t improve your symptoms immediately. hormonal therapies can often benefit women with acne.",Acne,
"your treatment, even if it doesn’t improve your symptoms immediately. hormonal therapies can often benefit women with acne. this is especially helpful if acne: if you don’t already use it, your gp may recommend the combined oral contraceptive pill, even if you’re not sexually active. the combined pill can often help to improve acne in women, but it may take up to a year before the full benefits are seen. if you have severe acne, your gp may refer you to an expert in treating skin conditions (a dermatologist). for example, if you have: a combination of antibiotic tablets and topical treatments that you apply directly to your skin may be used to treat severe acne. if this doesn’t work, a medication called isotretinoin (roaccutane) may be prescribed. your healthcare team will discuss if this treatment is suitable for you. sebaceous glands are tiny glands found near the surface of the skin.",Acne,
"re team will discuss if this treatment is suitable for you. sebaceous glands are tiny glands found near the surface of the skin. they produce an oily substance called sebum to stop the hair and skin from drying out. in acne, the sebaceous glands produce too much sebum. this mixes with dead skin cells and blocks hair follicles. hair follicles are small holes that an individual hair grows out of. this blockage can cause symptoms of acne like whiteheads or blackheads. the blocked hair follicles can also become infected by bacteria on the skin that would usually be harmless. this causes papules, pustules, nodules or cysts. acne is common in women. it can be a sign of a hormonal imbalance which may be caused by: there are other causes of acne, including: there’s no evidence that poor hygiene or sexual activity play a role in acne.",Acne,
"by: there are other causes of acne, including: there’s no evidence that poor hygiene or sexual activity play a role in acne. acne is very common in teenagers and younger adults. most people have acne on and off for several years before their symptoms start to improve as they get older. in some cases, acne can continue into adult life. acne scarring can sometimes develop. any type of acne spot can lead to scarring, but it’s more common when nodules and cysts burst and damage nearby skin. scarring can also occur if you pick or squeeze your spots, so it’s important not to do this. if you have acne, there are some things that may help your symptoms. acne can sometimes affect your mental health and wellbeing. it may make you feel: speak to your gp practice for further advice on managing your mental health and wellbeing.",Acne,
ct your mental health and wellbeing. it may make you feel: speak to your gp practice for further advice on managing your mental health and wellbeing. the images on this page were sourced from dermnetnz.org. source: centre for sustainable delivery last updated: 17 april 2026,Acne,
"acute cholecystitis is swelling (inflammation) of the gallbladder. it is a potentially serious condition that usually needs to be treated in hospital. the main symptom of acute cholecystitis is a sudden sharp pain in the upper right side of your tummy (abdomen) that spreads towards your right shoulder. the affected part of the abdomen is usually extremely tender, and breathing deeply can make the pain worse. unlike some others types of abdominal pain, the pain associated with acute cholecystitis is usually persistent, and doesn’t go away within a few hours. some people may additional symptoms, such as: if your gp practice is closed, phone 111. it’s important for acute cholecystitis to be diagnosed as soon as possible, because there is a risk that serious complications could develop if the condition is not treated promptly.",Acute cholecystitis,
"titis to be diagnosed as soon as possible, because there is a risk that serious complications could develop if the condition is not treated promptly. the causes of acute cholecystitis can be grouped into 2 main categories: calculous cholecystitis and acalculous cholecystitis. calculous cholecystitis is the most common, and usually less serious, type of acute cholecystitis. it accounts for around 95% of all cases. calculous cholecystitis develops when the main opening to the gallbladder, called the cystic duct, gets blocked by a gallstone or by a substance known as biliary sludge. biliary sludge is a mixture of bile (a liquid produced by the liver that helps digest fats) and small crystals of cholesterol and salt. the blockage in the cystic duct results in a build-up of bile in the gallbladder, increasing the pressure inside it and causing it to become inflamed.",Acute cholecystitis,
"he blockage in the cystic duct results in a build-up of bile in the gallbladder, increasing the pressure inside it and causing it to become inflamed. in around 1 in every 5 cases, the inflamed gallbladder also becomes infected by bacteria. acalculous cholecystitis is a less common, but usually more serious, type of acute cholecystitis. it usually develops as a complication of a serious illness, infection or injury that damages the gallbladder. acalculous cholecystitis is often associated with problems such as accidental damage to the gallbladder during major surgery, serious injuries or burns, blood poisoning (sepsis), severe malnutrition or aids. acute cholecystitis is a relatively common complication of gallstones. it’s estimated that around 10% to 15% of adults in the uk have gallstones.",Acute cholecystitis,
"ed] acute cholecystitis is a relatively common complication of gallstones. it’s estimated that around 10% to 15% of adults in the uk have gallstones. these don’t usually cause any symptoms, but in a small proportion of people they can cause infrequent episodes of pain (known as biliary colic) or acute cholecystitis. to diagnose acute cholecystitis, your gp will examine your abdomen. they will probably carry out a simple test called murphy’s sign. you will be asked to breathe in deeply with your gp’s hand pressed on your tummy, just below your rib cage. your gallbladder will move downwards as your breathe in and, if you have cholecystitis, you will experience sudden pain as your gallbladder reaches your doctor’s hand. if your symptoms suggest you have acute cholecystitis, your gp will refer you to hospital immediately for further tests and treatment.",Acute cholecystitis,
"doctor’s hand. if your symptoms suggest you have acute cholecystitis, your gp will refer you to hospital immediately for further tests and treatment. tests you may have in hospital include: other scans – such as an x-ray, a computerised tomography (ct) scan or a magnetic resonance imaging (mri) scan – may also be carried out to examine your gallbladder in more detail if there is any uncertainty about your diagnosis. if you are diagnosed with acute cholecystitis, you will probably need to be admitted to hospital for treatment. initial treatment will usually involve: if you have a suspected infection, you will also be given antibiotics. these often need to be continued for up to a week, during which time you may need to stay in hospital or you may be able to go home. with this initial treatment, any gallstones that may have caused the condition usually fall back into the gallbladder and the inflammation often settles down.",Acute cholecystitis,
"initial treatment, any gallstones that may have caused the condition usually fall back into the gallbladder and the inflammation often settles down. in order to prevent acute cholecystitis recurring, and reduce your risk of developing potentially serious complications, the removal of your gallbladder will often be recommended at some point after the initial treatment. this type of surgery is known as a cholecystectomy. although uncommon, an alternative procedure called a percutaneous cholecystostomy may be carried out if you are too unwell to have surgery. this is where a needle is inserted through your abdomen to drain away the fluid that has built up in the gallbladder. if you are fit enough to have surgery, your doctors will need to decide when the best time to remove your gallbladder may be.",Acute cholecystitis,
"up in the gallbladder. if you are fit enough to have surgery, your doctors will need to decide when the best time to remove your gallbladder may be. in some cases, you may need to have surgery immediately or in the next day or 2, while in other cases you may be advised to wait for the inflammation to fully resolve over the next few weeks. surgery can be carried out in two main ways: although some people who have had their gallbladder removed have reported symptoms of bloating and diarrhoea after eating certain foods, you can lead a perfectly normal life without a gallbladder. the organ can be useful but it’s not essential, as your liver will still produce bile to digest food. without appropriate treatment, acute cholecystitis can sometimes lead to potentially life-threatening complications.",Acute cholecystitis,
"food. without appropriate treatment, acute cholecystitis can sometimes lead to potentially life-threatening complications. the main complications of acute cholecystitis are: in about 1 in every 5 cases of acute cholecystitis, emergency surgery to remove the gallbladder is needed to treat these complications. it’s not always possible to prevent acute cholecystitis, but you can reduce your risk of developing the condition by cutting your risk of gallstones. one of the main steps you can take to help lower your chances of developing gallstones is adopting a healthy, balanced diet and reducing the number of high-cholesterol foods you eat, as cholesterol is thought to contribute to the formation of gallstones. being overweight, particularly being obese, also increases your risk of developing gallstones. you should therefore control your weight by eating a healthy diet and exercising regularly.",Acute cholecystitis,
"obese, also increases your risk of developing gallstones. you should therefore control your weight by eating a healthy diet and exercising regularly. however, low-calorie, rapid weight loss diets should be avoided, because there is evidence they can disrupt your bile chemistry and actually increase your risk of developing gallstones. a more gradual weight loss plan is best. read more about preventing gallstones. source: nhs 24 last updated: 16 march 2026",Acute cholecystitis,
"acute lymphoblastic leukaemia (also called all or all leukemia) is a cancer of the blood cells. it’s sometimes called acute lymphocytic leukaemia. if you have leukaemia, your body makes some abnormal blood cells. these leukaemia cells behave differently from healthy blood cells. acute means that it develops quickly and needs to be treated straightaway. all is rare. around 800 people in the uk are diagnosed with all each year. it can develop at any age. but it’s more common in children, especially under 4, and in young people. it affects more men than women. macmillan cancer support have separate information about other types of leukaemia. blood cells are made in the bone marrow, which is found inside our bones. every blood cell grows from a stem cell in the bone marrow.",Acute lymphoblastic leukaemia,
"aemia develops] blood cells are made in the bone marrow, which is found inside our bones. every blood cell grows from a stem cell in the bone marrow. there are 2 types of blood stem cell: the stem cell divides to make an early blood cell called a blast. usually, they stay in the bone marrow until they have fully developed. once this happens, they go into your blood and do different things: all affects lymphoid stem cells which make blood cells called lymphocytes. lymphocytes usually fight and prevent infection. there are 2 main types: normally, these lymphoid stem cells make blasts that develop into healthy b or t cells. in all, some of the blast cells are abnormal and don’t develop fully. these are the leukaemia cells. they can’t do the job of a normal blood cell. they also fill up the bone marrow. there’s not enough space to make the usual numbers of healthy white blood cells, red blood cells and platelets your body needs.",Acute lymphoblastic leukaemia,
"l up the bone marrow. there’s not enough space to make the usual numbers of healthy white blood cells, red blood cells and platelets your body needs. the levels of these cells in your blood are measured in a test called a full blood count (fbc). macmillan cancer support have more detailed information about the blood and bone marrow. this includes what the levels of different blood cells usually are. source: macmillan cancer support last updated: 19 march 2026",Acute lymphoblastic leukaemia,
"acute myeloid leukaemia (also called aml or aml leukemia) is a cancer of the blood cells. if you have leukaemia, your body makes some abnormal blood cells. these leukaemia cells behave differently from healthy blood cells. acute means that it develops quickly and needs to be treated straight away. aml is rare. around 3,200 people in the uk are diagnosed with it each year. it can develop at any age. but it’s more common in people who are aged 60 and over. macmillan cancer support have separate information about other types of leukaemia. blood cells are made in the bone marrow, which is found inside our bones. every blood cell grows from a stem cell in the bone marrow. there are 2 types of blood stem cell: the stem cell divides to make an early stage of the blood cell called a blast. usually they stay in the bone marrow until they have fully developed.",Acute myeloid leukaemia,
"the stem cell divides to make an early stage of the blood cell called a blast. usually they stay in the bone marrow until they have fully developed. once this happens, they go into your blood and do different things, including: normally, myeloid stem cells make blasts that develop into healthy blood cells. but in aml, some of these blast cells are abnormal and don’t develop fully. these are the leukaemia cells. leukaemia cells can’t do the job of a normal blood cell. they also fill up the bone marrow. there isn’t enough space to make the usual numbers of healthy white blood cells, red blood cells and platelets your body needs. the levels of these cells in your blood are measured in a test called a full blood count (fbc). macmillan cancer support have more detailed information about the blood and bone marrow. this includes what the levels of different blood cells usually are. source: macmillan cancer support last updated: 19 march 2026",Acute myeloid leukaemia,
"acute pancreatitis is a serious condition where the pancreas becomes inflamed over a short period of time. the pancreas is a small organ located behind the stomach and below the ribcage. most people with acute pancreatitis improve within a week and experience no further problems, but severe cases can have serious complications and can even be fatal. acute pancreatitis is different to chronic pancreatitis, where the inflammation of the pancreas persists for many years. the most common symptoms of acute pancreatitis include: read more about the symptoms of acute pancreatitis and diagnosing acute pancreatitis. contact your gp immediately if you suddenly develop severe abdominal pain. if this isn’t possible, contact nhs 24’s 111 service or your local out-of-hours service for advice.",Acute pancreatitis,
"ly if you suddenly develop severe abdominal pain. if this isn’t possible, contact nhs 24’s 111 service or your local out-of-hours service for advice. it’s thought that acute pancreatitis occurs when a problem develops with some of the enzymes (chemicals) in the pancreas, which causes them to try to digest the organ. acute pancreatitis is most often linked to: by reducing your alcohol intake and altering your diet to make gallstones less likely, you can help to reduce your chances of developing acute pancreatitis. read more about the causes of acute pancreatitis and preventing acute pancreatitis. acute pancreatitis is more common in middle-aged and elderly people, but it can affect people of any age. men are more likely to develop alcohol-related pancreatitis, while women are more likely to develop it as a result of gallstones.",Acute pancreatitis,
"people of any age. men are more likely to develop alcohol-related pancreatitis, while women are more likely to develop it as a result of gallstones. treatment for acute pancreatitis focuses on supporting the functions of the body until the inflammation has passed. this usually involves admission to hospital so you can be given fluids into a vein (intravenous fluids), as well as pain relief, nutritional support and oxygen through tubes into your nose. most people with acute pancreatitis improve within a week and are well enough to leave hospital after 5 to 10 days. however, recovery takes longer in severe cases, as complications that require additional treatment may develop. read more about treating acute pancreatitis. about 4 out of 5 cases of acute pancreatitis improve quickly and don’t cause any serious further problems. however, 1 in 5 cases are severe and can result in life-threatening complications, such as multiple organ failure.",Acute pancreatitis,
"ause any serious further problems. however, 1 in 5 cases are severe and can result in life-threatening complications, such as multiple organ failure. in severe cases where complications develop, there’s a high risk of the condition being fatal. if a person survives the effects of severe acute pancreatitis, it’s likely to be several weeks or months before they’re well enough to leave hospital. read more about the possible complications of acute pancreatitis. source: nhs 24 last updated: 25 march 2026",Acute pancreatitis,
"acute respiratory infections (aris) affect parts of the body that are used for breathing, like the sinuses, throat or the lungs and airways. most aris are caused by viruses. others are caused by bacteria. examples of aris include: aris often get better by themselves but may sometimes be treated with antibiotics. common symptoms of aris include: less common symptoms of aris include: there’s a separate page if your child has cold or flu symptoms. you can also get advice about fever in children. some respiratory infections, like the common cold and rsv, may also lead to middle ear infection, sinusitis and, in younger children, croup. if you have respiratory symptoms, you must: you may still have a cough or feel tired after your other symptoms have gone. this doesn’t mean that you’re still infectious to others.",Acute respiratory infection (ARI),
"ms, you must: you may still have a cough or feel tired after your other symptoms have gone. this doesn’t mean that you’re still infectious to others. further information about visiting care homes and respiratory infections you or your child: most aris pass within 3 weeks. there are some things you can do to help relieve your symptoms until the infection clears up. you can speak to a pharmacist for advice about acute respiratory infections and the treatments available. your pharmacist can also advise you on whether you need to see a gp about your symptoms. treatment for acute respiratory infections depends on what’s causing the infection. if the infection is caused by a virus, like the common cold, your gp will not prescribe antibiotics. your gp may prescribe antibiotics if the infection is caused by bacteria, for example, if you have a chest infection.",Acute respiratory infection (ARI),
"will not prescribe antibiotics. your gp may prescribe antibiotics if the infection is caused by bacteria, for example, if you have a chest infection. there are certain conditions that can increase your chance of serious illness. you may be at higher risk of ari if you have: if you think you’re at higher risk, speak to your doctor or specialist who can confirm it. there are things you can do to reduce the spread of acute respiratory infection. vaccination is one of the best ways to protect yourself from developing serious illness. vaccines available on the nhs include: further information about nhs vaccinations source: public health scotland last updated: 05 may 2026",Acute respiratory infection (ARI),
"attention deficit hyperactivity disorder (adhd) is a condition which affects different brain functions. this can include: everyone can experience the symptoms of adhd differently. for some people, symptoms can have a positive impact on life. for others, it can have a negative impact. the following information may be most helpful when symptoms negatively impact your life. read about the positive experiences of adhd on procrastination station’s website. procrastination station are an organisation run for people with adhd by people with adhd in scotland. the symptoms of adhd can include: everyone can experience these things at some point in their lives, or in certain situations. for example, you might struggle to concentrate if you’ve had a bad night’s sleep or are going through a stressful time. if you have adhd, you’ll experience these symptoms in a way that negatively impacts your life on a regular basis.",ADHD in adults,
"are going through a stressful time. if you have adhd, you’ll experience these symptoms in a way that negatively impacts your life on a regular basis. for example, it might hold you back from progressing in education or work. for most people with adhd, these challenges usually begin in childhood and continue as they grow up, though they may change or improve. these challenges will also affect someone with adhd in more than one area of their life. if you have adhd you might find that: if you’re an adult with adhd, you may find that you: it can also be hard to listen to other people. you may find yourself finishing their sentences or interrupting them. some people with adhd have problems with inattentiveness, but not with hyperactivity or impulsiveness. adhd can also cause problems like difficulties with relationships and social interaction.",ADHD in adults,
"attentiveness, but not with hyperactivity or impulsiveness. adhd can also cause problems like difficulties with relationships and social interaction. adhd in adults can occur alongside other problems or conditions. these can include: mental health conditions can often overlap. this means symptoms can be present in more than one condition. for example difficulties concentrating can be a symptom of depression but can also be a symptom of adhd. therefore, it’s important for your mental health to be assessed and considered as a whole. this helps to make sure you get the right diagnosis and treatment. the cause of adhd is not known. a combination of factors might be responsible. there are several things linked to adhd, including: in scotland, there’s no standard approach to assess adhd. how you’ll be assessed will depend on which health board area you live in.",ADHD in adults,
"diagnosing adhd] in scotland, there’s no standard approach to assess adhd. how you’ll be assessed will depend on which health board area you live in. there isn’t a single test or checklist that can confirm if you have adhd or not. your symptoms and their impact should be considered as part of a full assessment of your health. this will help to rule out other conditions which could be mistaken for adhd. speak to your gp practice if you think that you may have adhd and it’s having a negative effect on your life. they can discuss your concerns and next steps with you. mind has information about talking to your gp. as well as nhs services, there are many private providers who offer adhd assessments. make sure your local nhs health board and gp practice will accept an assessment from alternative provider before you get one. your local nhs health board or gp practice may not accept the outcome of a private assessment.",ADHD in adults,
"sessment from alternative provider before you get one. your local nhs health board or gp practice may not accept the outcome of a private assessment. this means they may not be willing to provide treatment based on your private assessment. treatment for adhd can help manage the symptoms. waiting lists for assessments can be very long. there are things you can do that can help you manage your symptoms in the meantime. in many cases, you’ll need to try these changes before an assessment can be completed. often these changes are part of treatment plans for adhd provided by healthcare professionals. making changes to your environment and lifestyle are the first steps to managing the symptoms of adhd. read more about managing adhd symptoms you might be offered coaching or therapy.",ADHD in adults,
"naging the symptoms of adhd. read more about managing adhd symptoms you might be offered coaching or therapy. this might be: read more about psychological therapies you might be offered medication to help manage adhd symptoms. if you’ve tried lifestyle and environmental changes for a few months and still have significant difficulties, you could think about whether medication would be helpful for you. discuss this with your healthcare professional. read about medication that can help manage the symptoms of adhd you must tell the dvla and your car insurance provider if your driving is affected by your adhd or your medication. ask your healthcare professional if you’re unsure. if you don’t inform the dvla, your healthcare professional has a duty to do this. read more about adhd and driving on gov.uk you must tell your life or critical illness insurer if you have adhd.",ADHD in adults,
"ead more about adhd and driving on gov.uk you must tell your life or critical illness insurer if you have adhd. this is because it’s a pre-existing condition that can impact your health and eligibility for a policy. for travel insurance, you need to declare all pre-existing conditions, including adhd, even if it’s controlled by medication. you don’t need a mental health diagnosis to claim benefits. it should be based on your needs. citizens advice scotland can give you help and advice about your eligibility. social security scotland have information about making a claim. the scottish adhd coalition have information about local support groups in scotland. procrastination station are a non-profit organisation run for people with adhd by people with adhd in scotland. source: nhs 24 last updated: 23 june 2026",ADHD in adults,
"attention deficit hyperactivity disorder (adhd) is a condition which affects different brain functions. this can include: everyone can experience the symptoms of adhd differently. for some people, these can have a positive impact on their life. for others, it can have a negative impact on their life. the following information may be most helpful when symptoms are having a negative impact. read about the positive experiences of adhd on procrastination station, an organisation run for people with adhd by people with adhd in scotland. the symptoms of adhd can include: all children and young people can experience these things at some point in their lives, or in certain situations. for example, a child or young person might struggle to concentrate if they’ve had a bad night’s sleep or are going through a stressful time.",ADHD in children and young people,
"uations. for example, a child or young person might struggle to concentrate if they’ve had a bad night’s sleep or are going through a stressful time. a child or young person with adhd will experience these challenges in a way that negatively impacts their life on a regular basis. for example, it might hold them back from progressing in school. symptoms of adhd are usually noticed at an early age. they may become more noticeable when a child’s circumstances change, like when they start school. children and young people who find it difficult to pay attention (inattentiveness) might: children and young people who are hyperactive and impulsive might: children and young people usually experience these symptoms in different settings like school and home. sometimes they can cause problems. symptoms may appear differently depending on what environment they’re in.",ADHD in children and young people,
